13 0 0
13 1 0
13 2 0
13 3 0
13 4 0
13 5 0
13 6 0
13 7 0
13 8 0
13 9 0
13 10 0
13 11 0
13 12 0
13 13 0
13 14 0
13 15 0
13 16 0
13 17 0
13 18 0
13 19 0
13 20 0
13 21 0
13 22 0
13 23 0
13 24 0
13 25 0
13 26 0
13 27 0
13 28 0
13 29 0
13 30 0
13 31 0
13 32 0
13 33 0
13 34 0
13 35 0
13 36 0
13 37 0
13 38 0
13 39 0
13 40 0
13 41 0
13 42 0
13 43 0
13 44 0
13 45 0
13 46 0
13 47 0
13 48 0
13 49 0
13 50 0
13 51 0
13 52 0
13 53 0
13 54 0
13 55 0
13 56 0
13 57 0
13 58 0
13 59 0
13 60 0
13 61 0
13 62 0
13 63 0
13 64 0
13 65 0
13 66 0
13 67 0
13 68 0
13 69 0
13 70 0
13 71 0
13 72 0
13 73 0
13 74 0
13 75 0
13 76 0
13 77 0
13 78 0
13 79 0
13 80 0
13 81 0
13 82 0
13 83 0
13 84 0
13 85 0
13 86 0
13 87 0
13 88 0
13 89 0
13 90 0
13 91 0
13 92 0
13 93 0
13 94 0
13 95 0
13 96 0
13 97 0
13 98 0
13 99 0
13 100 0
13 101 0
13 102 0
13 103 0
13 104 0
13 105 0
13 106 0
13 107 0
13 108 1
13 109 0
13 110 0
13 111 0
13 112 0
13 113 0
13 114 3
13 115 0
13 116 1
13 117 1
13 118 0
13 119 2
13 120 4
13 121 14
13 122 14
13 123 9
13 124 3
13 125 4
13 126 4
13 127 7
13 128 22
13 129 16
13 130 7
13 131 24
13 132 102
13 133 131
13 134 52
13 135 24
13 136 15
13 137 12
13 138 31
13 139 19
13 140 18
13 141 19
13 142 17
13 143 18
13 144 49
13 145 39
13 146 62
13 147 19
13 148 22
13 149 13
13 150 16
13 151 9
13 152 2
13 153 1
13 154 1
13 155 10
13 156 1
13 157 23
13 158 51
13 159 57
13 160 33
13 161 76
13 162 33
13 163 42
13 164 20
13 165 7
13 166 12
13 167 12
13 168 8
13 169 8
13 170 15
13 171 55
13 172 108
13 173 122
13 174 160
13 175 98
13 176 126
13 177 110
13 178 201
13 179 172
13 180 211
13 181 181
13 182 223
13 183 217
13 184 105
13 185 120
13 186 64
13 187 52
13 188 63
13 189 100
13 190 82
13 191 117
13 192 108
13 193 114
13 194 97
13 195 111
13 196 80
13 197 81
13 198 117
13 199 157
13 200 168
13 201 218
13 202 241
13 203 180
13 204 174
13 205 220
13 206 167
13 207 178
13 208 154
13 209 174
13 210 141
13 211 153
13 212 229
13 213 206
13 214 145
13 215 126
13 216 83
13 217 49
13 218 43
13 219 90
13 220 66
13 221 43
13 222 55
13 223 84
13 224 81
13 225 213
13 226 214
13 227 173
13 228 191
13 229 147
13 230 137
13 231 104
13 232 87
13 233 97
13 234 153
13 235 171
13 236 201
13 237 231
13 238 172
13 239 184
13 240 199
13 241 197
13 242 127
13 243 129
13 244 112
13 245 131
13 246 100
13 247 122
13 248 144
13 249 140
13 250 161
13 251 147
13 252 130
13 253 158
13 254 170
13 255 153
13 256 191
13 257 251
13 258 186
13 259 275
13 260 243
13 261 211
13 262 236
13 263 241
13 264 203
13 265 233
13 266 196
13 267 226
13 268 222
13 269 187
13 270 308
13 271 352
13 272 274
13 273 311
13 274 272
13 275 173
13 276 139
13 277 120
13 278 198
13 279 253
13 280 302
13 281 262
13 282 272
13 283 129
13 284 76
13 285 126
13 286 203
13 287 103
13 288 98
13 289 102
13 290 210
13 291 254
13 292 249
13 293 264
13 294 299
13 295 259
13 296 235
13 297 209
13 298 249
13 299 136
13 300 116
13 301 156
13 302 214
13 303 314
13 304 330
13 305 267
13 306 322
13 307 290
13 308 325
13 309 276
13 310 227
13 311 233
13 312 197
13 313 182
13 314 235
13 315 325
13 316 289
13 317 307
13 318 308
13 319 283
13 320 264
13 321 238
13 322 195
13 323 141
13 324 150
13 325 181
13 326 271
13 327 240
13 328 260
13 329 273
13 330 283
13 331 249
13 332 235
13 333 231
13 334 225
13 335 231
13 336 223
13 337 285
13 338 257
13 339 226
13 340 308
13 341 304
13 342 306
13 343 263
13 344 248
13 345 243
13 346 234
13 347 251
13 348 300
13 349 311
13 350 233
13 351 273
13 352 273
13 353 291
13 354 305
13 355 335
13 356 284
13 357 229
13 358 290
13 359 319
13 360 321
13 361 285
13 362 318
13 363 330
13 364 230
13 365 232
13 366 242
13 367 280
13 368 241
13 369 308
13 370 305
13 371 305
13 372 280
13 373 256
13 374 272
13 375 187
13 376 198
13 377 259
13 378 241
13 379 247
13 380 309
13 381 320
13 382 334
13 383 284
13 384 287
13 385 276
13 386 262
13 387 257
13 388 262
13 389 201
13 390 236
13 391 314
13 392 247
13 393 236
13 394 222
13 395 233
13 396 216
13 397 350
13 398 312
13 399 304
13 400 222
13 401 283
13 402 325
13 403 342
13 404 267
13 405 236
13 406 261
13 407 317
13 408 331
13 409 292
13 410 314
13 411 271
13 412 305
13 413 302
13 414 360
13 415 271
13 416 274
13 417 323
13 418 371
13 419 293
13 420 301
13 421 273
13 422 229
13 423 297
13 424 295
13 425 266
13 426 283
13 427 260
13 428 301
13 429 277
13 430 281
13 431 294
13 432 352
13 433 303
13 434 355
13 435 297
13 436 281
13 437 301
13 438 257
13 439 249
13 440 247
13 441 283
13 442 383
13 443 324
13 444 382
13 445 328
13 446 346
13 447 302
13 448 289
13 449 257
13 450 231
13 451 294
13 452 329
13 453 243
13 454 212
13 455 262
13 456 289
13 457 319
13 458 374
13 459 323
13 460 338
13 461 330
13 462 316
13 463 258
13 464 274
13 465 311
13 466 257
13 467 267
13 468 329
13 469 306
13 470 265
13 471 274
13 472 271
13 473 310
13 474 265
13 475 303
13 476 237
13 477 226
13 478 294
13 479 282
13 480 344
13 481 286
13 482 210
13 483 257
13 484 330
13 485 341
13 486 341
13 487 341
13 488 333
13 489 315
13 490 311
13 491 319
13 492 300
13 493 289
13 494 295
13 495 245
13 496 262
13 497 313
13 498 351
13 499 302
13 500 270
13 501 292
13 502 271
13 503 294
13 504 306
13 505 302
13 506 336
13 507 300
13 508 321
13 509 288
13 510 279
13 511 247
13 512 285
13 513 270
13 514 337
13 515 368
13 516 337
13 517 331
13 518 326
13 519 325
13 520 281
13 521 277
13 522 296
13 523 281
13 524 354
13 525 346
13 526 357
13 527 308
13 528 281
13 529 301
13 530 358
13 531 354
13 532 376
13 533 308
13 534 313
13 535 341
13 536 334
13 537 340
13 538 310
13 539 340
13 540 291
13 541 295
13 542 345
13 543 329
13 544 364
13 545 300
13 546 301
13 547 253
13 548 314
13 549 322
13 550 320
13 551 342
13 552 303
13 553 293
13 554 356
13 555 332
13 556 342
13 557 325
13 558 334
13 559 346
13 560 295
13 561 270
13 562 313
13 563 301
13 564 286
13 565 315
13 566 351
13 567 370
13 568 350
13 569 352
13 570 319
13 571 294
13 572 288
13 573 307
13 574 347
13 575 315
13 576 376
13 577 330
13 578 351
13 579 382
13 580 353
13 581 350
13 582 334
13 583 323
13 584 345
13 585 320
13 586 339
13 587 339
13 588 286
13 589 297
13 590 332
13 591 327
13 592 359
13 593 346
13 594 343
13 595 363
13 596 301
13 597 330
13 598 347
13 599 332
13 600 287
13 601 306
13 602 310
13 603 396
13 604 320
13 605 378
13 606 326
13 607 331
13 608 347
13 609 313
13 610 330
13 611 341
13 612 385
13 613 359
13 614 340
